,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ireland,IRL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.541980028,0.551829994,0.585879982,0.588989973,,0.542569995,0.640020013,0.632390022,0.68186003,0.707539976,0.714330018,0.702139974,0.729939997,0.781819999,0.791459978,0.794589996,0.814199984,0.837909997,0.833649993,0.867229998,0.889729977,0.929849982,0.97074002,0.97694999,1.01760006,1.06885004,1.104329944,1.13985002,1.159479976,1.174729943,1.190260053,1.206769943,1.220090032,1.200320005,1.195389986,1.205440044,1.206089973,1.158769965,1.129799962,1.070719957,1.075080037,1.055819988,1.046949983,1.053040028,1.081150055,1.096210003,1.100679994,1.11401999,,
"Iran, Islamic Rep.",IRN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.360489994,0.452160001,0.459789991,0.446759999,0.429470003,0.420910001,0.457419991,0.493449986,,,,,,,,,,,,,,,,,,0.610880017,,,0.815680027,0.875199974,0.946950018,1.000530005,1.057129979,1.074609995,1.057559967,1.079929948,1.113309979,1.132910013,1.060439944,0.997120023,0.995329976,0.998749971,0.936249971,0.89971,,0.856980026,0.857159972,0.884459972,,
Iraq,IRQ,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.307119995,0.292140007,0.276760012,0.34946999,0.431389987,0.510510027,0.492170006,0.504159987,0.501569986,0.46735999,0.488370001,0.46509999,0.47446999,0.481059998,0.412330002,0.572619975,0.640959978,0.660269976,0.619300008,,,,,,,,,,0.541859984,0.538609982,,0.539889991,,0.594709992,0.59543997,,,,,,,,,,,,,,,
Iceland,ISL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.356959999,0.39151001,0.444819987,0.472350001,0.546840012,0.624849975,0.67422998,0.738969982,,,1.049559951,,1.074319959,1.106609941,,1.223649979,,,1.236510038,1.240679979,1.27857995,1.311319947,1.283900023,1.295359969,1.286540031,1.323140025,1.31535995,1.354189992,1.407559991,1.39786005,1.415380001,1.428359985,1.441769958,1.466439962,1.479750037,1.469949961,1.46728003,1.472720027,1.465240002,1.44096005,1.407080054,1.415629983,1.414499998,1.426010013,1.442109942,1.465049982,1.464100003,1.459110022,,
Israel,ISR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.847450018,,0.863799989,,0.876600027,,0.892080009,0.913829982,0.921150029,0.945169985,1.088140011,0.894159973,0.906149983,0.934430003,,0.93572998,0.907090008,0.936179996,0.945760012,0.975530028,1.008229971,,1.085459948,,,,,1.258299947,1.305439949,1.299409986,1.283879995,1.273759961,1.243989944,1.244029999,1.245440006,1.213289976,1.234539986,1.226189971,1.228989959,1.227499962,1.243260026,1.241850019,1.256960034,1.256000042,1.276929975,1.285390019,1.290799975,1.297410011,,
Italy,ITA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.616869986,0.60224998,0.633669972,0.658999979,0.658070028,0.651570022,0.667079985,0.694599986,0.716059983,0.747870028,0.758849978,,0.810559988,0.827409983,0.852880001,0.882480025,0.907090008,0.924669981,0.944310009,0.961759984,0.938849986,1.016370058,1.055529952,1.090270042,1.124279976,1.140470028,1.175029993,1.248710036,1.212700009,1.224930048,1.242200017,1.25206995,1.254809976,1.256360054,1.269269943,1.281829953,1.288540006,1.293069959,1.300469995,1.299720049,1.30290997,1.29787004,1.28599,1.280400038,1.271289945,1.265930057,1.258559942,1.255620003,,
Jamaica,JAM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.680140018,0.631030023,0.611670017,0.610310018,,,,,,,,,,,,,,,,,,,,,,,,,,1.457290053,1.497410059,1.542209983,,,,,,1.567360044,1.571570039,1.566359997,1.571020007,1.514479995,1.564849973,,1.426929951,,,,,
Jordan,JOR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.500280023,0.539810002,0.539309978,0.550100029,0.575829983,0.568910003,0.604059994,0.664240003,0.780499995,0.87537998,0.98654002,0.793179989,0.853320003,0.887430012,0.951020002,0.992619991,1.110190034,1.189399958,1.160210013,1.215019941,1.102699995,1.09126997,1.100350022,1.05092001,,0.950020015,0.969690025,,,1.127230048,,1.032770038,1.110910058,1.116119981,1.079920053,1.125280023,1.108180046,1.10450995,1.09739995,1.120669961,1.137060046,1.13251996,,,1.08047998,1.066740036,1.125929952,1.156829953,,
Japan,JPN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.218569994,1.223829985,1.212689996,,,1.14625001,1.15850997,,,,,,1.278970003,,,,1.21171999,1.206429958,1.213799953,1.211009979,1.207970023,1.217000008,1.191679955,1.209179997,1.196969986,1.190790057,
Kenya,KEN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.512480021,0.351550013,,0.382699996,,,,,,,,,,,,,0.540180027,0.533590019,0.533389986,,0.59683001,0.591199994,,,,0.694760025,,,,,,0.711650014,0.699199975,0.737129986,,,
Kyrgyz Republic,KGZ,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.258589983,1.240679979,1.209429979,1.182199955,1.184759974,1.145810008,1.049070001,1.022199988,1.049980044,1.129920006,1.166339993,1.164890051,1.204669952,1.214679956,1.22984004,1.267959952,1.255630016,1.233440042,1.196709991,1.206840038,1.225340009,1.233150005,1.234050035,1.217540026,1.194030046,1.229560018,1.21194005,
Cambodia,KHM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,0.264699996,0.242840007,,,,,,,,,,,,,,,,,,,,0.207259998,0.20318,0.185320005,0.183520004,0.181559995,,,0.319409996,0.363099992,0.395190001,,0.449440002,0.455549985,0.464379996,0.48980999,0.513119996,0.560289979,0.602090001,0.626429975,,,,0.82081002,,0.865360022,0.896889985,0.943350017,
Kiribati,KIR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,1.647789955,1.553060055,,,,1.512770057,1.625460029,0.727859974,0.645210028,0.682309985,,,,1.149009943,1.182389975,,,,,,,,,,,,,,,1.534690022,,,,,,1.024489999,1.501850009,,,,,
"Korea, Rep.",KOR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.34810999,0.355360001,0.37252,0.384160012,0.394650012,0.360680014,0.351539999,0.333849996,0.322180003,0.310559988,,0.358689994,0.370330006,0.409979999,0.471960008,0.444409996,0.442939997,0.44325,0.452470005,0.469610006,0.488779992,0.516380012,0.579150021,0.562170029,0.571609974,0.573989987,0.637300014,0.56904,0.572480023,0.583500028,0.594389975,0.605539978,0.613120019,0.62616998,0.640389979,0.662140012,0.686169982,0.708450019,0.725950003,0.743579984,0.750890017,0.757120013,0.764450014,0.770919979,0.778410017,0.785730004,0.790849984,0.802820027,,
Kuwait,KWT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,1.169909954,1.144240022,1.216019988,1.373260021,1.411509991,1.324749947,1.323500037,1.321179986,1.432309985,1.429440022,1.417260051,1.315289974,1.316669941,1.206400037,1.140239954,1.15474999,1.231299996,1.254899979,1.305459976,1.474370003,,1.489189982,1.481889963,1.337370038,1.364979982,1.330010056,1.395110011,,1.507249951,,1.550220013,1.56013,1.578169942,1.564450026,,,,,,,,,,1.486600041,1.517609954,1.549499989,1.526839972,1.529459953,1.513419986,
Latin America & Caribbean (excluding high income),LAC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.535889983,0.576990008,0.62707001,0.639129996,0.665319979,0.683350027,0.682699978,0.693679988,0.711030006,0.725220025,0.739080012,0.760739982,0.781210005,0.804589987,0.836070001,0.852090001,0.842790008,0.887279987,0.888509989,0.918690026,0.944549978,0.954240024,0.975239992,1.004619956,1.027709961,1.060739994,1.083789945,1.112759948,1.116160035,1.132760048,1.151059985,1.136980057,1.156020045,1.165210009,1.162670016,1.173939943,1.185549974,1.205039978,1.212970018,1.22179997,1.227980018,1.222849965,1.228989959,1.230509996,1.231529951,1.229030013,1.232660055,1.233850002,1.233610034,1.233090043,
Lao PDR,LAO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.227009997,0.239910007,0.245790005,0.248820007,0.38211,,,,,0.352160007,0.463829994,0.477560014,0.463660002,,0.535899997,0.566470027,,0.594760001,,0.492040008,,,0.427439988,0.377440006,0.40516001,0.436930001,0.440970004,0.431910008,0.482800007,0.523329973,0.586880028,0.561500013,0.562229991,0.616429985,0.704410017,0.672379971,0.717109978,0.769450009,0.789420009,0.761259973,0.728590012,0.817110002,0.872039974,0.92505002,0.946820021,0.989660025,1.038159966,1.070379972,1.10413003,
Lebanon,LBN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.320890009,0.344610006,,,,,,,,0.560500026,0.555019975,0.590529978,0.592519999,,0.64734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.26056999,0.237869993,0.29982999,0.304479986,,0.272460014,,,,0.369109988,,,,,,,,0.295899987,,,,,,,,,,,,0.241290003,0.556100011,,,,,,,,,,0.528919995,,0.624599993,,,,,,,,
Libya,LBY,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.129539996,0.140630007,0.161129996,0.175459996,0.195600003,0.222420007,0.254280001,0.246920004,0.275680006,0.3477,0.361930013,0.376190007,0.379640013,,,,,,,,,0.871879995,,,,,,,0.991150022,0.992070019,1.051640034,1.097450018,1.096500039,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,1.069550037,1.03094995,1.40892005,1.519189954,1.061069965,1.325369954,0.871150017,0.961510003,0.829680026,,1.17276001,1.153339982,,,,,1.328089952,,,1.601019979,,,,,,,,1.704249978,1.63214004,1.811630011,1.570989966,1.553570032,1.610550046,1.612490058,1.42553997,1.540969968,1.499390006,1.520650029,1.473369956,1.487599969,1.500180006,1.494799972,1.527950048,
Latin America & Caribbean,LCN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.606100023,0.601710021,0.647409976,0.663200021,0.686930001,0.704599977,0.700519979,0.712040007,0.73082,0.743809998,0.759930015,0.780059993,0.800520003,0.830489993,0.856410027,0.871940017,0.866209984,0.90812999,0.908200026,0.936649978,0.961480021,0.971050024,0.990180016,1.017449975,1.038939953,1.068480015,1.089319944,1.116829991,1.120290041,1.135589957,1.153489947,1.140159965,1.158059955,1.166460037,1.164090037,1.172979951,1.185029984,1.20291996,1.210659981,1.21942997,1.224810004,1.22033,1.226600051,1.227800012,1.228860021,1.226480007,1.230569959,1.232370019,1.232650042,1.232139945,
Least developed countries: UN classification,LDC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.435869992,0.427249998,0.417580009,0.41365999,0.392120004,0.406610012,0.424879998,0.439099997,0.453759998,0.422470003,0.428719997,0.437220007,0.469269991,0.431910008,0.420309991,0.42881,0.419360012,0.45363,0.435310006,0.434049994,0.425509989,0.42603001,0.433679998,0.467260003,0.480769992,0.499110013,0.519129992,0.539759994,0.556439996,0.585479975,0.606660008,0.617699981,0.602620006,0.589659989,0.591189981,0.606670022,0.613659978,0.603760004,0.603489995,0.616519988,0.632350028,0.64546001,0.668340027,0.684000015,0.689180017,0.694559991,0.699379981,0.707340002,0.717930019,0.72615999,
Low income,LIC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.530439973,0.528400004,0.518419981,0.511810005,0.504930019,0.500349998,0.49902001,0.490960002,0.485060006,0.477490008,0.481139988,0.478570014,0.487749994,0.485540003,0.487360001,0.487529993,0.489380002,0.492760003,0.492339998,0.490069985,0.498279989,0.496010005,0.498490006,0.503430009,0.503180027,0.501110017,0.503600001,0.504689991,0.500129998,0.500779986,0.514460027,0.514810026,0.53312999,0.523999989,0.535489976,0.548269987,0.570190012,0.562179983,0.562940001,0.56765002,0.570309997,0.584999979,0.606540024,0.608139992,0.617500007,0.627889991,0.634980023,0.637619972,0.637120008,,
Liechtenstein,LIE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.380970001,0.370900005,0.39636001,0.434439987,0.467990011,0.516629994,0.49338001,0.616930008,0.531679988,0.553080022,,0.475100011,0.488099992,0.546019971,0.626909971,0.564960003,,
Sri Lanka,LKA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.788250029,0.661549985,,0.633530021,0.610409975,0.567130029,,0.56595999,0.550360024,0.610679984,,0.760309994,,0.676450014,0.666490018,0.696250021,0.706560016,,,,,,,,0.497860014,,,,,,,,,,,,,,,,1.440809965,1.412760019,1.376049995,1.355260015,1.226420045,1.351750016,1.357049942,1.339660048,1.326030016,1.376530051,
Lower middle income,LMC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.61214,0.616559982,0.616219997,0.611899972,0.61263001,0.614310026,0.617609978,0.632189989,0.634989977,0.648699999,0.647499979,0.650699973,0.675010026,0.658179998,0.654890001,0.672850013,0.659300029,0.652149975,0.691699982,0.699249983,0.704729974,0.723429978,0.729480028,0.736299992,0.743420005,0.754310012,0.769490004,0.772759974,0.776709974,0.789669991,0.789269984,0.803990006,0.827880025,0.822340012,0.816240013,0.842719972,0.865530014,0.842819989,0.848819971,0.847769976,0.856410027,0.870469987,0.91948998,0.958220005,0.992999971,0.99059999,1.008900046,1.022539973,1.040570021,1.063140035,
Low & middle income,LMY,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.788890004,0.790449977,0.793959975,0.789409995,0.787699997,0.785300016,0.781109989,0.789979994,0.789309978,0.785319984,0.78223002,0.771449983,0.786069989,0.780860007,0.781350017,0.782149971,0.764949977,0.761110008,0.775560021,0.780189991,0.784650028,0.794659972,0.805909991,0.817189991,0.819710016,0.832270026,0.833519995,0.854569972,0.873969972,0.898060024,0.910969973,0.915300012,0.942460001,0.943019986,0.954469979,0.971499979,0.993600011,1.001850009,1.00988996,1.011360049,1.012210011,1.013849974,1.040549994,1.058419943,1.071859956,1.074200034,1.083709955,1.089709997,1.099259973,1.107529998,
Lesotho,LSO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.422170013,0.481579989,,0.695609987,0.672720015,0.63191998,,0.820529997,0.912129998,0.825169981,,0.919839978,0.957059979,0.922599971,0.912810028,1.001119971,1.059800029,1.227319956,1.293089986,1.270230055,1.172279954,1.212339997,1.071259975,1.133419991,1.125749946,1.143919945,1.115450025,,,1.385800004,1.32723999,1.371309996,1.220870018,1.328469992,,1.211390018,1.163859963,,,,,,1.319429994,1.297999978,1.296040058,1.333819985,,1.383030057,1.35326004,,
Late-demographic dividend,LTE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,1.045840025,1.046869993,1.044649959,1.04073,1.043200016,1.031569958,1.007609963,0.999970019,0.963869989,0.962289989,0.965719998,0.968720019,0.949389994,0.916000009,0.898440003,0.889689982,0.895190001,0.900919974,0.90219003,0.919619977,0.934130013,0.928349972,0.941190004,0.953809977,0.983020008,0.989820004,1.02215004,1.041280031,1.043730021,1.058480024,1.059200048,1.078490019,1.076810002,1.094269991,1.115419984,1.131150007,1.139039993,1.151980042,1.158550024,1.159999967,1.16497004,1.169929981,1.17671001,1.188940048,1.190389991,1.194679976,1.196030021,
Lithuania,LTU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,1.219910026,,,,,1.469720006,,,0.80805999,0.710560024,,1.264080048,1.288779974,1.310179949,1.304819942,1.337239981,1.326509953,1.352480054,1.345559955,1.350600004,1.351230025,1.363360047,1.355440021,1.356649995,1.359060049,1.352579951,1.35134995,1.347229958,1.330410004,1.33852005,1.335090041,1.32246995,1.325240016,1.318310022,1.304209948,1.271499991,1.269039989,1.271489978,,
Luxembourg,LUX,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.744319975,0.891340017,0.879329979,0.8574,0.873539984,0.751259983,0.736660004,0.74496001,0.767960012,0.888679981,0.541970015,0.533909976,0.468769997,0.554099977,0.519420028,0.522700012,0.442739993,,,,,,,,,,,,,,1.142470002,,1.161470056,,,1.118549943,,0.963739991,,1.098459959,,1.118780017,,,1.097990036,1.100309968,1.095839977,1.133239985,,
Latvia,LVA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,1.269000053,1.267670035,1.276029944,1.309159994,1.31675005,1.38293004,1.45618999,1.410109997,1.420400023,1.302569985,1.227810025,1.161299944,,,,,1.338960052,1.319949985,1.395969987,1.443560004,1.402349949,1.396270037,1.401160002,1.415079951,1.440590024,1.445109963,1.460510015,1.474490047,1.456169963,1.429690003,1.389430046,1.357839942,1.341279984,1.299679995,1.359109998,1.346770048,1.314450026,1.325559974,,
"Macao SAR, China",MAC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469660014,0.440420002,0.543370008,0.597109973,0.610010028,0.674669981,,,0.763700008,,0.639429986,0.803659976,0.620899975,0.501510024,0.517509997,0.618879974,0.672119975,0.747810006,0.848160028,0.892549992,0.915180027,0.964450002,0.990390003,1.181030035,1.200719953,1.218520045,1.232179999,1.247200012,1.234040022,1.258780003,1.265159965,
St. Martin (French part),MAF,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.196280003,0.197029993,0.186670005,0.215350002,0.230739996,0.234029993,0.25545001,0.264670014,0.335359991,,,,,,,0.497159988,0.521489978,0.52500999,0.558109999,0.610220015,0.584919989,0.624029994,0.653599977,0.679870009,0.707210004,,0.703849971,0.728709996,0.723429978,0.732609987,0.758880019,0.776660025,0.775579989,0.831640005,0.803759992,0.876079977,0.899349988,0.946470022,0.882759988,0.902419984,0.922160029,0.924709976,0.955410004,0.966560006,0.957970023,0.925719976,0.971780002,0.987110019,1.025359988,
Monaco,MCO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.131139994,1.20314002,1.187019944,,1.22468996,1.244539976,1.225049973,1.252550006,1.243229985,1.259950042,1.313269973,1.277660012,1.279229999,1.308279991,1.28034997,1.251610041,1.258640051,1.240769982,1.225810051,1.240229964,1.254570007,1.253180027,1.234189987,1.252329946,1.25801003,
Madagascar,MDG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.450700015,,0.372379988,,,1.061619997,0.553520024,0.518280029,0.487390012,,,,,,,0.618669987,0.685609996,,0.75019002,0.767970026,0.810109973,,,0.773320019,0.830910027,0.81309998,0.817269981,0.835640013,0.844619989,0.867269993,0.839760005,0.834739983,0.834619999,0.902170002,0.891260028,0.872349977,0.886669993,0.893710017,0.903349996,0.911639988,0.927219987,0.917089999,0.937300026,0.917869985,0.904150009,0.920009971,0.931119978,0.950209975,,
Maldives,MDV,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595460057,,,,1.455260038,1.253769994,,,,,,1.576500058,,,1.722010016,,,
Middle East & North Africa,MEA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.459769994,0.465649992,0.475749999,0.48574999,0.492900014,0.498820007,0.512139976,0.501999974,0.50703001,0.529129982,0.540250003,0.552820027,0.553369999,0.561290026,0.566680014,0.581520021,0.573050022,0.57802999,0.622370005,0.643739998,0.670560002,0.693409979,0.69915998,0.717159986,0.720489979,0.732729971,0.742910028,0.771409988,0.807850003,0.842010021,0.872039974,0.900849998,0.932910025,0.983389974,0.978590012,0.996339977,1.025339961,1.015499949,1.082080007,1.057100058,1.038190007,1.045029998,1.040449977,1.018640041,1.010689974,1.020259976,1.037250042,1.036299944,1.068369985,1.071849942,
Mexico,MEX,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.253549993,0.27978,,,,,0.371069998,0.402240008,,0.467290014,0.485489994,0.509989977,0.538640022,0.54549998,,,,,,,,,0.789600015,0.815199971,0.832650006,0.850899994,0.861800015,0.874769986,0.886380017,0.906220019,0.925040007,0.942480028,0.957379997,0.968270004,0.975539982,0.969389975,0.970499992,0.972649992,0.977500021,0.977760017,0.978659987,0.979279995,0.977680027,0.983479977,0.98417002,1.006929994,1.019279957,1.036919951,,
Marshall Islands,MHL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239869952,,,,,,,,,,1.012109995,,,,,,,1.111510038,
Middle income,MIC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.803579986,0.804499984,0.808749974,0.804570019,0.803950012,0.80260998,0.799030006,0.809759974,0.809599996,0.805270016,0.800790012,0.788739979,0.803330004,0.797540009,0.797510028,0.798560023,0.780579984,0.776149988,0.792190015,0.797259986,0.80151999,0.812290013,0.82397002,0.835370004,0.836749971,0.848869979,0.849030018,0.869970024,0.890280008,0.914960027,0.928040028,0.932529986,0.959969997,0.960780025,0.972590029,0.990419984,1.012779951,1.021620035,1.030200005,1.032269955,1.033810019,1.034510016,1.061120033,1.07980001,1.09296,1.094869971,1.104230046,1.110309958,1.120069981,1.128059983,
North Macedonia,MKD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994159997,1.00593996,1.105739951,1.069249988,1.108240008,1.146710038,1.187860012,1.200559974,1.203559995,1.208520055,1.226169944,1.225520015,1.249629974,1.232130051,1.260910034,1.286579967,1.276690006,1.275500059,1.207829952,1.163949966,1.15399003,1.14102006,,1.163689971,1.206709981,1.205450058,1.200510025,,1.244259953,1.242079973,,
Mali,MLI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.118689999,,,,0.104139999,0.117449999,0.121619999,0.137979999,0.134670004,0.130500004,,0.125750005,0.141519994,,0.152950004,0.15061,0.153050005,,0.158580005,0.151490003,0.157910004,0.159820005,0.177520007,,0.17588,0.203470007,0.242819995,0.253609985,0.469229996,0.479829997,0.502770007,0.502900004,,,,,,0.462550014,0.417079985,0.412919998,0.42434001,0.392610013,0.415749997,0.416889995,0.417989999,,,,,
Malta,MLT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,0.388359994,0.459939986,0.472669989,0.455709994,0.542400002,0.362029999,0.323790014,0.250809997,0.333810002,0.315820009,0.272049993,0.285189986,0.35462001,0.456889987,0.514940023,0.555630028,0.600530028,0.643549979,0.766740024,0.819379985,0.923399985,0.976989985,1.006070018,0.983470023,1.047889948,1.115039945,1.086339951,1.112470031,1.181169987,1.224859953,1.283789992,1.280910015,1.244300008,1.256060004,1.277909994,1.293959975,1.306439996,1.263010025,1.254199982,1.260409951,1.262169957,1.254469991,1.240949988,1.275580049,1.269330025,1.271340013,1.267140031,,
Myanmar,MMR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,0.557389975,0.603619993,,,,0.898559988,,0.966499984,,,,,,,,,,,,,1.176669955,1.246940017,,1.361179948,,,1.352560043,,,,,,,,,1.264940023,,,,1.250560045,1.179430008,,,,,,1.288910031,,
Middle East & North Africa (excluding high income),MNA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.435750008,0.442519993,0.451290011,0.459439993,0.467229992,0.475210011,0.488020003,0.476500005,0.483799994,0.503400028,0.514209986,0.523459971,0.529269993,0.535570025,0.53836,0.552240014,0.541159987,0.54381001,0.585479975,0.60273999,0.625639975,0.645619988,0.658500016,0.670580029,0.67948997,0.690760016,0.702790022,0.732689977,0.758920014,0.786830008,0.815630019,0.85108,0.880110025,0.924920022,0.917339981,0.939559996,0.97517997,0.965569973,1.041260004,1.008530021,0.992449999,1.00722003,1.006559968,0.985580027,0.974009991,0.983039975,1.004840016,1.006600022,1.037520051,1.041069984,
